Groupid,Id,Matchid,Matchtype,Assists,Boosts,Damagedealt,Headshotkills,Heals,Is Duo,Is Squad,Kills,Killstreaks,Longestkill,Matchduration,Matchkillrank,Matchtypeint,Maxplace,Numenemiesknocked,Numgroups,Overallkillrank,Overallwinbasedrank,Revives,Ridedistance,Swimdistance,Teamkills,Vehicledestroys,Walkdistance,Weaponsacquired,Winplaceperc,Ln Damage Dealt,Ln Match Kill Rank,Ln Win Place Perc,Ln Win Place Perc
c1d643c7886ed9,e18cabe09b367f,3ab27fb2c70439,squad,0,1,100,1,5,0,1,1,1,42.43,"1,315",30,3,27,0,26,0,0,1,0,0,0,0,1045,6,0.4615,4.605170186,3.401197382,-0.773273225,-0.773273225
fa0ab1b3378294,f100d92df6cbb6,a224a2cff01708,squad,0,1,231.6,1,1,0,1,1,1,11.03,"1,785",32,3,28,1,27,"1,084","1,493",1,0,0,0,0,1618,4,0.5185,5.445011746,3.465735903,-0.656815251,-0.656815251
93aee93eabccbb,6bda75ac0e136e,0a4d81207fe5d6,squad,0,1,175.2,1,5,0,1,2,1,33.37,"1,379",12,3,31,1,31,0,0,1,0,0,0,0,3055,3,0.8667,5.165928179,2.48490665,-0.143062383,-0.143062383
f0974de5114680,fc5ab874f014dd,12106c3921fb85,squad,0,1,277.2,1,1,0,1,3,1,75.76,"1,318",11,3,31,2,29,0,0,1,0,0,0,0,2495,5,0.9333,5.624739267,2.397895273,-0.069028586,-0.069028586
dcdff93f0f95ce,449ee0fc638c75,607b7084da6e36,squad,0,1,332.8,1,1,0,1,2,1,6.883,"1,276",11,3,28,3,26,"1,315","1,435",1,0,0,0,0,777.1,4,0.6296,5.807541709,2.397895273,-0.462670582,-0.462670582
a7baf712200cb1,58ffd822384691,6a55dea7021280,squad,0,1,316.1,1,5,0,1,2,1,15.8,"1,784",16,3,28,3,27,0,0,1,4956,0,0,0,2145,5,0.6667,5.756058619,2.772588722,-0.405415109,-0.405415109
0e809ce8626cd5,419d81e3df1972,c83f82b327f350,squad,0,2,133.5,1,4,0,1,2,1,17.4,"1,432",12,3,28,1,25,"1,423","1,502",1,0,0,0,0,1911,4,0.963,4.894101478,2.48490665,-0.037701867,-0.037701867
61be6e0f36fd1f,f5d0bc9d03f46f,26a78385e5ad89,squad,0,2,260,1,5,0,1,2,1,21.82,"1,379",18,3,26,3,26,0,0,1,0,0,0,0,547.5,2,0.52,5.560681631,2.890371758,-0.653926467,-0.653926467
5be799fa0f93a8,c61d8a7b74f659,fe642bed926382,squad,0,4,308.9,1,2,0,1,2,1,112,"1,321",11,3,29,1,28,"1,007","1,501",1,0,0,0,0,3034,5,0.9643,5.7330176,2.397895273,-0.036352829,-0.036352829
b581e4d892d9e2,0fad9995d97111,4f39a2cd9a83cf,squad,0,4,204.5,1,4,0,1,2,1,40.04,"1,307",15,3,31,2,31,"1,598","1,646",1,0,0,0,0,2539,7,0.9333,5.320567975,2.708050201,-0.069028586,-0.069028586
c90019f6e51ee0,5749b5d1d4073b,a25484d12f9237,squad,0,5,283.8,1,3,0,1,2,1,44.21,"1,389",19,3,28,1,26,0,0,1,143.3,42.86,0,0,1089,7,0.7407,5.648269765,2.944438979,-0.300159594,-0.300159594
d505693d6bca4c,1267067829e52f,39ae7d05c77491,squad,0,5,329.3,1,6,0,1,4,1,245.1,"1,884",4,3,28,2,27,0,0,1,4903,0,0,0,5101,4,0.963,5.796969189,1.386294361,-0.037701867,-0.037701867
18b7e023fe9aeb,d700fbf74e04d0,c481ead7193e9a,squad,0,0,250.9,2,0,0,1,3,1,69.34,"1,773",9,3,25,0,25,0,0,1,0,0,0,0,878.8,7,0.2917,5.525054453,2.197224577,-1.232029402,-1.232029402
abe973dbef3e85,61b9073bb038f1,cb8cf44026c379,squad,0,1,544.6,2,7,0,1,5,1,53.06,"1,841",4,3,28,6,27,0,0,1,0,0,0,0,541.4,3,0.3704,6.30005158,1.386294361,-0.993171776,-0.993171776
9089c711b45ab6,5531082fa24e8a,65e5fad3729aed,squad,0,3,471.2,3,6,0,1,3,1,126.3,"1,430",7,3,29,2,29,0,0,1,0,0,0,0,2599,4,0.9643,6.155282632,1.945910149,-0.036352829,-0.036352829
cafd3a0243c682,357afc0229aef4,55a0326f6d9c11,squad,0,3,855.4,3,3,0,1,5,1,110.2,"1,338",4,3,29,6,28,0,0,1,0,0,0,0,2253,3,0.7857,6.751569196,1.386294361,-0.241180239,-0.241180239
aa1e233e961cd7,d949910ff7da9a,9f7c21b20f539d,squad,0,4,158,3,3,0,1,5,1,119.4,"1,350",2,3,29,2,29,0,0,1,810.1,0,0,0,2609,3,0.8929,5.062595033,0.693147181,-0.113280686,-0.113280686
2a4ce8e369c9df,2e5853881aeaa5,4aad24d4e3f9df,squad,0,0,190.5,0,0,0,1,2,2,18.16,"1,264",17,3,27,1,26,0,0,1,0,0,0,0,143.9,2,0.2308,5.249652195,2.833213344,-1.466203744,-1.466203744
e5db8bb624f3ab,23964f689be15c,950d81f6eea340,squad,0,0,471.9,0,1,0,1,3,2,13.36,"1,385",11,3,32,3,30,0,0,1,0,0,0,0,553.5,3,0.4839,6.156767099,2.397895273,-0.725877005,-0.725877005
1083b9ae4cb02f,5a50a76a753ab5,13f7d90966134f,squad,0,0,285.2,0,3,0,1,6,2,90.98,"1,885",2,3,27,4,27,"1,387","1,502",1,0,0,0,0,292.1,2,0.3077,5.653190689,0.693147181,-1.178629997,-1.178629997
4edbb72d4435cd,73a55691f105c5,fb58994d401258,squad,0,1,293,0,0,0,1,3,2,7.211,"1,352",15,3,25,1,23,0,0,1,0,0,0,0,218.7,2,0.3333,5.680172609,2.708050201,-1.098712294,-1.098712294
484d54ed8d33a8,2e99bac6789a76,2082527f17d5f0,squad,0,1,129.2,0,1,0,1,2,2,34.56,"1,301",17,3,28,2,28,0,0,1,0,0,0,0,1826,2,0.6296,4.861361591,2.833213344,-0.462670582,-0.462670582
161318ef70232d,49dc9078444fd4,f933f8af06fd35,squad,0,1,175,0,5,0,1,2,2,11.4,"1,300",13,3,27,2,26,0,0,1,0,0,0,0,2298,3,0.6538,5.164785974,2.564949357,-0.424953785,-0.424953785
74df9024de2342,70acbf12329da6,f8ec459599f957,squad,0,1,445.8,0,3,0,1,4,2,90.65,"1,335",6,3,28,4,28,0,0,1,0,0,0,0,1240,5,0.5185,6.099870421,1.791759469,-0.656815251,-0.656815251
1ed63e29ff6a8e,0d4891eb328fde,f9efacb8bb948b,squad,0,2,214.8,0,0,0,1,2,2,65.29,"1,412",19,3,29,1,28,"1,321","1,502",1,2097,10.3,0,0,1623,3,0.6786,5.369707363,2.944438979,-0.387723427,-0.387723427
37d1e30701968c,66924906978d71,61385a98a1cc7e,squad,0,3,249.7,0,3,0,1,3,2,78.67,"1,375",9,3,28,2,25,0,0,1,0,70.63,0,0,3251,4,0.8889,5.520260197,2.197224577,-0.117770536,-0.117770536
47c4367afb3bb2,4f27cb27dd7b2e,c61d0f27d267b3,squad,0,3,322.5,0,15,0,1,4,2,20.13,"1,298",4,3,27,3,26,0,0,1,0,0,0,0,329.2,4,0.6538,5.776103136,1.386294361,-0.424953785,-0.424953785
a193b466b15371,1c582e05ae9bbd,ba19322b9c3da4,squad,0,4,72.05,0,1,0,1,2,2,89.06,"1,839",10,3,27,1,26,0,0,1,4933,0,0,0,3331,7,1,4.277360322,2.302585093,0,0
59ffbb49fa0184,769a16ed1d8dca,9c43c374c084c5,squad,0,4,272.5,0,2,0,1,2,2,9.516,"1,395",15,3,26,2,25,0,0,1,0,0,0,0,1829,7,0.68,5.607638614,2.708050201,-0.385662481,-0.385662481
69daecb67bafdc,e4024dccb92b03,d5372cb85dd1c9,squad,0,4,239.4,0,9,0,1,3,2,109.3,"1,895",6,3,29,2,29,0,0,1,1100,33.89,0,0,3478,5,1,5.478135793,1.791759469,0,0
4.68E+13,cd8b37bab142fb,cf18a4ecde76ee,squad,0,6,146.3,0,3,0,1,2,2,18.12,"1,903",11,3,29,2,27,0,0,1,772,18.56,0,0,3954,4,1,4.985659308,2.397895273,0,0
e0f85d6d0fce77,3e5dafa4e7598f,c57982d5293f41,squad,0,6,386.7,0,2,0,1,2,2,10.96,"1,377",13,3,28,3,27,"1,525","1,474",1,0,0,0,0,2787,4,0.7778,5.957649199,2.564949357,-0.251285857,-0.251285857
8b5b93ac308343,8d4cea31406c71,33675b84951122,squad,0,0,200,1,5,0,1,2,2,9.283,"1,375",20,3,29,2,27,"1,615","1,630",1,0,0,0,0,125.7,2,0.2857,5.298317367,2.995732274,-1.25281297,-1.25281297
694f9aecca8d6d,ff0dc591c9a40b,a6e6d3cf8fd701,squad,0,0,214.2,1,0,0,1,2,2,24.34,"1,352",18,3,27,2,27,"1,441","1,555",1,0,0,0,0,212.2,3,0.5,5.366910158,2.890371758,-0.693147181,-0.693147181
415754faeba7f5,deb7b650568d7e,1136bcbc0745e6,squad,0,2,149.3,1,2,0,1,2,2,68.38,"1,428",17,3,28,1,26,0,0,1,0,0,0,0,3321,2,0.7778,5.005957705,2.833213344,-0.251285857,-0.251285857
eb71e00b37491c,d6d4739a87a4be,ac709b5e471056,squad,0,2,183.5,1,0,0,1,2,2,62.02,"1,369",15,3,27,1,25,"1,502","1,572",1,0,0,0,0,3601,8,0.8846,5.212214667,2.708050201,-0.122619714,-0.122619714
c991bbf3167674,b9f60f1ffb9423,231c07ec13f676,squad,0,2,243,1,1,0,1,2,2,5.227,"1,323",18,3,27,2,26,0,0,1,0,0,0,0,324.7,4,0.3462,5.493061443,2.890371758,-1.060738636,-1.060738636
ff1ead43870a89,dbdb1df8f68784,477aa4cf75770d,squad,0,2,570,1,2,0,1,7,2,89.41,"1,966",1,3,26,7,25,0,0,1,3878,0,0,0,2404,8,0.68,6.345636361,0,-0.385662481,-0.385662481
9149cbdb738990,d21abab5536ce5,f4daebadec2ea6,squad,0,3,149.9,1,1,0,1,2,2,3.625,"1,449",17,3,27,1,26,0,0,1,0,0,0,0,1170,3,0.9231,5.009968405,2.833213344,-0.080017708,-0.080017708
0bb83220f7262a,686da8c0f689e1,7a21f84db12017,squad,0,3,313.9,1,1,0,1,5,2,40.28,"1,775",4,3,28,4,27,0,0,1,0,0,0,0,797,4,0.4074,5.749074464,1.386294361,-0.897959775,-0.897959775
e3c6735b8e3fdf,10fafa7235657e,6.70E+13,squad,0,4,361.6,1,5,0,1,4,2,85.82,"1,833",5,3,29,2,28,"1,445","1,531",1,0,0,0,0,5007,4,1,5.890538629,1.609437912,0,0
1a6e6b389f572e,b85fb51fdb1cc2,c8360e5faa45d3,squad,0,1,379.5,2,1,0,1,3,2,20.47,"1,390",9,3,29,3,25,0,0,1,0,0,0,0,264.7,3,0.3571,5.938854597,2.197224577,-1.029739424,-1.029739424
afcf19dddd866a,3f3ead9c90483d,e5ccf4dabf0260,squad,0,1,550.5,2,16,0,1,5,2,65.26,"1,746",3,3,28,7,27,"1,451","1,529",1,1639,0,0,0,781.9,5,0.5185,6.310826956,1.098612289,-0.656815251,-0.656815251
03827a712db74c,af717c1a4b3b44,2068b569c061f8,squad,0,2,586.2,2,7,0,1,5,2,40.8,"1,348",4,3,28,3,27,"1,650","1,483",1,0,0,0,0,1195,3,0.5556,6.373661028,1.386294361,-0.587706668,-0.587706668
92af84fe22b025,c2eb2dc18c8bdf,81fd186d0a18ff,squad,0,2,513.4,2,5,0,1,4,2,79.22,"1,980",3,3,27,4,26,0,0,1,0,0,0,0,5397,7,0.9615,6.241055268,1.098612289,-0.039260714,-0.039260714
3e93d1ddc55c57,457f8215e20160,103ab64e6ebe90,squad,0,6,328.3,2,7,0,1,4,2,38.88,"1,437",6,3,30,1,28,"1,457","1,492",1,0,0,0,0,2522,7,0.7931,5.793927825,1.791759469,-0.231805962,-0.231805962
b8f703efb3447a,ddf8d083cf5acc,8a2add947ae278,squad,0,4,694.4,3,3,0,1,10,2,85.28,"1,350",1,3,32,4,30,"1,507","1,469",1,2164,0,0,0,2414,8,1,6.543048163,0,0,0
ed985bb359be87,9b7ce8c0861d99,a3c71f434a31e3,squad,0,6,561.4,3,13,0,1,5,2,165.3,"1,720",3,3,30,3,30,0,0,1,0,0,0,0,3399,7,0.7931,6.330433664,1.098612289,-0.231805962,-0.231805962
45f8bd723de7d1,3b4b680e521497,89d7a848c5da17,squad,0,4,601.5,0,1,0,1,6,3,99.98,"1,860",1,3,30,3,27,0,0,1,413.6,14.7,0,0,3850,8,0.9655,6.399426535,0,-0.035109177,-0.035109177
590f1308e854e4,5288df712c525b,051903ba811878,squad,0,0,337.9,1,11,0,1,3,3,46.35,"1,793",7,3,26,3,26,0,0,1,216.4,0,0,0,3422,5,0.68,5.822749994,1.945910149,-0.385662481,-0.385662481
9de1f7c0cd689f,b1e63fbd665f78,6b8da240de995c,squad,0,1,336.7,1,0,0,1,3,3,12.4,"1,426",7,3,25,2,23,0,0,1,0,0,0,0,135.6,3,0.2083,5.819192326,1.945910149,-1.568775931,-1.568775931
73d103c8173f2b,24c91f8ae571f7,c77eb371edba44,squad,0,4,371.2,1,4,0,1,3,3,48.59,"1,280",9,3,28,3,28,"1,807","1,607",1,0,0,0,0,3103,6,0.8889,5.916741001,2.197224577,-0.117770536,-0.117770536
6962b9032547ac,b26da9bba4b809,2e4ee5347e4cfe,squad,0,0,353.2,2,0,0,1,4,3,96.22,"1,366",6,3,27,4,27,0,0,1,0,0,0,0,2652,7,0.8846,5.867034469,1.791759469,-0.122619714,-0.122619714
e3e65b79e8bb24,aaa9a8aa9bd060,78e1b22da428f1,squad,0,1,582.9,2,1,0,1,6,3,28.02,"1,311",1,3,29,4,28,0,0,1,0,0,0,0,1648,4,0.5714,6.368015645,0,-0.559665789,-0.559665789
af22f4cfc5ad15,fb72363ac317bb,0c6f20889cfcf8,squad,1,0,21.15,0,0,0,1,0,0,0,"1,382",73,3,27,0,27,"1,441","1,502",1,0,0,0,0,362.9,2,0.2692,3.051639905,4.290459441,-1.312300681,-1.312300681
20aa68b43b884b,eca8cca0582166,f49484f36dc5ac,squad,1,0,196.2,0,0,0,1,0,0,0,"1,358",51,3,28,0,27,"1,809","1,618",1,0,0,0,0,2643,4,0.7037,5.279134547,3.931825633,-0.35140315,-0.35140315
a1c1741a01f5d6,461b8d781ca707,a86de648a96e71,squad,1,1,78.6,0,1,0,1,0,0,0,"1,478",60,3,29,0,29,0,0,1,0,0,0,0,604,5,0.5357,4.364371699,4.094344562,-0.624180976,-0.624180976
6244f60a316245,b1b47269ca7131,62fbe726028662,squad,1,1,26.79,0,5,0,1,0,0,0,"1,454",48,3,27,0,27,"1,087","1,519",1,0,0,0,0,2901,5,0.9615,3.288028684,3.871201011,-0.039260714,-0.039260714
adef03d179cc70,a273da44192225,7da1d9c6ccf965,squad,1,1,19.35,0,1,0,1,0,0,0,"1,807",49,3,28,0,28,0,0,1,0,0,0,0,1903,6,0.5556,2.962692419,3.891820298,-0.587706668,-0.587706668
b98c576f4bbc32,70d019ee9152fb,c34a2b02309877,squad,1,1,19.35,0,0,0,1,0,0,0,"1,889",65,3,30,0,30,"1,166","1,495",1,0,0,0,0,933.3,7,0.3793,2.962692419,4.17438727,-0.96942783,-0.96942783
f7091ef0d227dc,bc1898a9056fb3,f40f9aa94b59b7,squad,1,1,49.92,0,9,0,1,0,0,0,"1,839",49,3,28,1,28,0,0,1,3989,0,0,0,2236,5,0.7037,3.910421724,3.891820298,-0.35140315,-0.35140315
96d99ae8a37729,871faa0f0bb0a3,0bebae4e37f211,squad,1,1,223.6,0,1,0,1,0,0,0,"2,004",62,3,29,2,28,0,0,1,1648,0,0,0,1663,3,0.5357,5.409858741,4.127134385,-0.624180976,-0.624180976
9dd867f65d6a8f,7c1ab52a7d5d2b,9bfae44d9fce32,squad,1,2,104.4,0,11,0,1,0,0,0,"1,899",71,3,26,0,26,"1,353","1,543",1,0,0,0,0,528.1,4,0.28,4.648229675,4.262679877,-1.272965676,-1.272965676
69e5d12f743292,365d614875d718,9cf3db95284ab1,squad,1,2,26.18,0,6,0,1,0,0,0,"1,828",54,3,29,0,28,0,0,1,2874,0,0,0,1205,5,0.5357,3.26499576,3.988984047,-0.624180976,-0.624180976
ba0333c1a1d63a,4f7cd5439faf5b,20b65ba46f15c5,squad,1,2,170.9,0,3,0,1,0,0,0,"1,900",43,3,29,0,28,0,0,1,4178,0,0,0,2345,7,0.8571,5.14107859,3.761200116,-0.154200681,-0.154200681
5fd2f8b06bbf32,8ab5b3a1043578,98ad08442f2f11,squad,1,2,259.7,0,4,0,1,0,0,0,"1,854",47,3,27,1,26,0,0,1,0,0,0,0,3576,3,0.9231,5.559527119,3.850147602,-0.080017708,-0.080017708
b26014dbc4fe4b,6ad7e83080e0ff,08b95efe9f0ec3,squad,1,2,195.2,0,0,0,1,0,0,0,"1,826",59,3,28,1,27,"1,415","1,546",1,2126,0,0,0,3338,10,0.5185,5.274024674,4.077537444,-0.656815251,-0.656815251
61e67721eae5ce,372bdaeb18cd1b,3357b6995c21f5,squad,1,3,30.1,0,2,0,1,0,0,0,"1,449",58,3,27,0,26,0,0,1,1632,0,0,0,1184,2,0.5385,3.404525172,4.060443011,-0.618967782,-0.618967782
ade3a2e399cca2,0f6c34dc21c6ce,e0ff1dc0f4232d,squad,1,3,306.7,0,13,0,1,0,0,0,"1,281",53,3,27,2,25,0,0,1,0,0,0,0,2210,5,0.8077,5.725870071,3.970291914,-0.213564577,-0.213564577
59318ab6174788,17996f1bba3363,912a0c78f377f7,squad,1,4,213.1,0,4,0,1,0,0,0,"1,803",43,3,30,0,30,0,0,1,409.6,0,0,0,2894,8,0.8621,5.361761539,3.761200116,-0.148384006,-0.148384006
67bb61f525fe76,9e1e47d4d090f8,a70d256eb95bd3,squad,1,5,68.37,0,6,0,1,0,0,0,"1,843",53,3,28,0,27,0,0,1,0,63.6,0,0,1702,5,0.4444,4.224934132,3.970291914,-0.811030221,-0.811030221
28fc5a15c6427a,7bcfc29e74fc3b,c839935ed743ad,squad,1,5,214.6,0,8,0,1,0,0,0,"1,767",44,3,28,2,28,0,0,1,1508,0,0,0,4095,7,0.8889,5.36877583,3.784189634,-0.117770536,-0.117770536
d564bd8ed7c7a4,5880ea751b72cf,ecda8fd51a84a1,squad,1,6,189.3,0,3,0,1,0,0,0,"1,808",51,3,27,1,25,0,0,1,1039,0,0,0,2398,8,0.7308,5.243333058,3.931825633,-0.313615454,-0.313615454
356ce70637a49f,0d5b499f776260,077bbe377d7741,squad,1,0,180.2,0,0,0,1,1,1,1.959,"1,999",37,3,27,1,25,"1,206","1,460",1,0,0,0,0,222.1,3,0.0769,5.194067345,3.610917913,-2.565249402,-2.565249402
b6c55f4ef427a6,797ea057619cdf,4e4a38e5899ef5,squad,1,0,181.7,0,2,0,1,1,1,8.427,"1,316",30,3,28,1,28,"1,371","1,578",1,978.9,0,0,0,1958,6,0.7037,5.202356975,3.401197382,-0.35140315,-0.35140315
8badce9441a4fa,3355a03d41a7fb,cbf83a5cb7f098,squad,1,0,232,0,0,0,1,1,1,14.53,"1,322",44,3,29,2,27,0,0,1,0,0,0,0,23.46,1,0.0714,5.446737372,3.784189634,-2.63945741,-2.63945741
6a735bc98e5760,7c5cfef0e45ea5,2ebbd493846e2b,squad,1,1,336.3,0,1,0,1,3,1,147.4,"1,422",5,3,27,2,25,0,0,1,0,0,0,0,2240,3,0.9231,5.818003619,1.609437912,-0.080017708,-0.080017708
f6054ff22b3914,8ec07685039aee,bf188a0ac402ed,squad,1,2,52.27,0,3,0,1,1,1,18.29,"1,480",32,3,31,0,30,"1,613","1,490",1,0,0,0,0,2468,6,0.7333,3.956422593,3.465735903,-0.310200384,-0.310200384
5b19a29cb77556,78317652ea3fb5,c8a8da96ba509e,squad,1,2,197.7,0,4,0,1,1,1,3.444,"1,830",20,3,28,0,28,"1,245","1,508",1,3962,0,0,0,2495,7,0.8889,5.28675073,2.995732274,-0.117770536,-0.117770536
cea15b65f66893,d3964b9203b619,6d7c55746ce97a,squad,1,2,182.8,0,1,0,1,1,1,122.5,"1,314",24,3,30,1,28,"1,665","1,669",1,0,0,0,0,2458,5,0.9655,5.208392659,3.17805383,-0.035109177,-0.035109177
4008b62a194897,10244fe735d3a7,4ed0d60cc12585,squad,1,2,40.14,0,7,0,1,1,1,36.57,"1,745",24,3,28,1,28,0,0,1,616.4,0,0,0,3234,6,0.7407,3.692373343,3.17805383,-0.300159594,-0.300159594
50a100d855f5bb,113c29ffc06777,c93c0253f7f2c9,squad,1,2,58.14,0,3,0,1,2,1,107.3,"1,865",14,3,29,1,26,"1,409","1,577",1,2158,0,0,0,4174,4,0.8571,4.062853895,2.63905733,-0.154200681,-0.154200681
e787ad4a846e63,e1e861c242faf3,6b26bc493a8012,squad,1,2,273.7,0,4,0,1,2,1,8.358,"1,309",16,3,28,1,28,"1,000","1,500",1,0,0,0,0,1464,4,0.5926,5.612032616,2.772588722,-0.523235644,-0.523235644
428b1e31fc1d83,f2a301b23663a4,92dce93683f08e,squad,1,2,250.8,0,2,0,1,1,1,164.5,"1,833",25,3,28,2,26,0,0,1,0,28.34,0,0,7972,5,0.8889,5.524655809,3.218875825,-0.117770536,-0.117770536
6497d3dcac3b15,fc65f95e74dbd9,2404e921001f68,squad,1,2,107.6,0,0,0,1,2,1,162.6,"1,863",9,3,29,2,29,0,0,1,1144,0,0,0,2337,11,0.8929,4.678420648,2.197224577,-0.113280686,-0.113280686
4bffea9a23099b,871779672fdbc7,7736fdfa3375e2,squad,1,3,97.17,0,3,0,1,2,1,83.34,"1,377",17,3,28,0,28,0,0,1,0,0,0,0,1788,2,0.7407,4.576462022,2.833213344,-0.300159594,-0.300159594
04316bc372cd89,aa8a8f20f1ce67,4262470575b66c,squad,1,3,129.4,0,1,0,1,1,1,21.95,"1,443",34,3,29,1,29,"1,399","1,536",1,0,0,0,0,363.1,6,0.3929,4.862908382,3.526360525,-0.934200152,-0.934200152
d78cbd53bea763,5.57E+13,f649ad6e170b86,squad,1,3,136,0,3,0,1,2,1,31.91,"1,366",19,3,30,1,28,0,0,1,0,0,0,0,1763,6,0.6207,4.912654886,2.944438979,-0.476907406,-0.476907406
2b2044c3957b6f,df3fa19b029da5,7cea068936b402,squad,1,3,253.7,0,5,0,1,1,1,91.28,"1,419",28,3,27,2,26,0,0,1,0,0,0,0,3538,5,1,5.536152467,3.33220451,0,0
c108386f8c39db,3e19444d8a6f70,81b9775a29e1e8,squad,1,3,538.2,0,1,0,1,3,1,99.02,"1,383",6,3,29,3,28,"1,632","1,545",1,191.4,0,0,0,2250,3,0.8214,6.288230238,1.791759469,-0.196745077,-0.196745077
00161d26de8148,229f2817409754,b4067c6b60c55b,squad,1,4,129.9,0,0,0,1,1,1,8.662,"1,317",25,3,30,1,30,"1,320","1,482",1,0,0,0,0,3481,3,0.8966,4.866764924,3.218875825,-0.109145447,-0.109145447
da2d2184420622,9cc5ef0e1769d7,0d1024a8c9b0b0,squad,1,4,269,0,3,0,1,2,1,13.16,"1,222",11,3,26,2,24,"1,511","1,457",1,230,0,0,0,2136,5,0.92,5.59471138,2.397895273,-0.083381609,-0.083381609
59746db1d8be76,a7140663266d15,95da4ff26a5a63,squad,1,5,133.5,0,5,0,1,2,1,95.22,"1,946",12,3,29,0,27,"1,545","1,507",1,1541,0,0,0,2476,9,0.7143,4.894101478,2.48490665,-0.336452237,-0.336452237
63bb7d4ece0528,4868f2eb18ed74,c0b1fd9528c291,squad,1,0,173.5,1,4,0,1,1,1,19.12,"1,441",38,3,29,0,28,"1,494","1,537",1,0,0,0,0,327.4,2,0.4643,5.156177599,3.63758616,-0.767224384,-0.767224384
f81f0a1c571709,d2b872b2324cca,dbe39f4a8fafe4,squad,1,0,267.1,1,1,0,1,1,1,57.52,"1,312",25,3,30,1,30,"1,172","1,489",1,0,0,0,0,3055,3,0.8276,5.58762312,3.218875825,-0.189225333,-0.189225333
751dc71ca99396,149033217ab6c3,fcf72e75c1b49e,squad,1,0,174.9,1,0,0,1,2,1,6.576,"1,765",16,3,26,1,25,0,0,1,0,0,0,0,742.3,3,0.68,5.164214382,2.772588722,-0.385662481,-0.385662481
504174de921979,060eb4c5a187a3,1bc09da2dd8969,squad,1,0,373.7,1,0,0,1,1,1,8.396,"1,898",41,3,32,3,30,0,0,1,0,0,0,0,233.7,3,0.2258,5.923453336,3.713572067,-1.488105627,-1.488105627
6a87e7e1560098,22a17d272ba4b1,93c7fad5e56d56,squad,1,1,284.7,1,6,0,1,1,1,7.186,"1,410",23,3,28,1,27,"1,317","1,542",1,298.3,0,0,0,2547,7,0.8889,5.651435994,3.135494216,-0.117770536,-0.117770536
37aa0edfcc3430,a6b1c8c0678b57,1344e802bac44d,squad,1,1,301.5,1,0,0,1,1,1,93.82,"1,273",30,3,28,3,28,0,0,1,0,0,0,0,203.4,2,0.4074,5.708770016,3.401197382,-0.897959775,-0.897959775
7487d10adbabdd,b1dac6355a4b29,ce62a59ad4841f,squad,1,2,135.8,1,0,0,1,2,1,7.252,"1,381",16,3,28,1,28,"1,509","1,582",1,0,0,0,0,2228,6,0.6667,4.911183215,2.772588722,-0.405415109,-0.405415109
1f2846f15c4a0b,62eeec3459ebb0,3f9ce9ebb59b7d,squad,1,2,201.4,1,6,0,1,1,1,58.89,"1,340",29,3,28,2,28,"1,484","1,493",1,0,0,0,0,507.7,3,0.5556,5.30529298,3.36729583,-0.587706668,-0.587706668
715a2627a37a7b,5a6358913810d3,a8cc3b4dda1b9e,squad,1,2,346.4,1,5,0,1,2,1,30.63,"1,895",19,3,29,2,28,0,0,1,3489,0,0,0,1699,5,0.75,5.847594177,2.944438979,-0.287682072,-0.287682072
60366cdfdbf66d,039f1ccf76e2d1,30189539b046ee,squad,1,3,238.4,1,4,0,1,1,1,3.523,"1,872",31,3,28,1,28,0,0,1,3113,0,0,0,3073,3,0.6296,5.473949935,3.433987204,-0.462670582,-0.462670582
13a80ef7824d9f,0d0acc7f0be970,147d0aeabb57d8,squad,1,3,137.2,1,6,0,1,2,1,112.6,"1,962",17,3,30,1,30,"1,316","1,539",1,3021,0,0,0,2143,4,0.6897,4.921439715,2.833213344,-0.371498559,-0.371498559
8940669fa85406,3416c36b9789c4,71e1025af28a3a,squad,1,4,674,1,5,0,1,4,1,46.9,"2,187",8,3,29,2,28,"1,245","1,521",1,6586,0,0,0,3430,9,0.9286,6.513230111,2.079441542,-0.074077203,-0.074077203
32f9538e58b0c4,32c8b32f271c4c,804a1f4ba509d2,squad,1,4,767.2,1,0,0,1,4,1,106.9,"1,352",5,3,29,3,29,"1,663","1,527",1,0,0,0,0,2459,5,1,6.642747524,1.609437912,0,0
505b959ed48cfb,4410cdce60bf1f,16c6a8eac2e126,squad,1,5,238.1,1,3,0,1,3,1,131,"1,282",8,3,28,2,27,"1,460","1,600",1,0,0,0,0,2893,7,1,5.472690753,2.079441542,0,0
d01e3e79864266,a625b8942390f9,b439753d18517f,squad,1,0,233.1,0,0,0,1,3,2,11.23,"1,274",13,3,28,2,28,"1,000","1,500",1,0,0,0,0,319.3,2,0.2963,5.451467546,2.564949357,-1.216382824,-1.216382824
a52c7cfcfa9cf3,45dedda0ca4f78,6b75805c5310da,squad,1,1,321.7,0,0,0,1,3,2,11.47,"1,956",12,3,30,1,28,0,0,1,79.71,0,0,0,2137,4,0.4483,5.773619434,2.48490665,-0.802292628,-0.802292628
308b9be40311bb,baae87bb96e52b,0a8b420a3185de,squad,1,3,158,0,0,0,1,3,2,66.73,"1,379",9,3,26,2,26,"1,185","1,500",1,0,0,0,0,2729,2,0.76,5.062595033,2.197224577,-0.274436846,-0.274436846
2916a05197e7da,db72cb13800348,21f9bbf8fd316c,squad,1,6,648.9,0,4,0,1,6,2,145.8,"1,826",2,3,29,4,28,0,0,1,3114,0,0,0,2021,5,1,6.475278622,0.693147181,0,0
